accepted_pages,category,evidence_recall,expected_evidence_count,final_found,loss_stage,mrr,query_type,question_id,report_id,selected_pages
[12],global_growth,0.0,1,False,lost_by_quota,0.0,pairwise_comparison,cmp_dev_007,rbi_mpr_2025_10,"[97, 99, 98, 97, 9]"
[5],global_growth,0.0,1,False,lost_by_quota,0.0,pairwise_comparison,cmp_dev_007,rbi_mpr_2026_04,"[102, 56, 100, 100, 105]"
[52],fiscal_borrowing,1.0,1,True,evidence_found,1.0,pairwise_comparison,cmp_dev_008,rbi_mpr_2025_10,"[52, 50, 52, 72, 66]"
[64],fiscal_borrowing,1.0,1,True,evidence_found,1.0,pairwise_comparison,cmp_dev_008,rbi_mpr_2026_04,"[64, 56, 69, 102, 60]"
[13],growth_outlook,0.0,1,False,lost_in_fusion,0.0,pairwise_comparison,cmp_dev_009,rbi_mpr_2025_04,"[20, 66, 58, 48, 68]"
[101],growth_outlook,0.0,1,False,lost_in_fusion,0.0,pairwise_comparison,cmp_dev_009,rbi_mpr_2026_04,"[56, 46, 76, 74, 96]"
[13],inflation_outlook,0.0,1,False,lost_in_fusion,0.0,pairwise_comparison,cmp_dev_010,rbi_mpr_2025_04,"[18, 42, 26, 30, 17]"
[103],inflation_outlook,0.0,1,False,lost_in_fusion,0.0,pairwise_comparison,cmp_dev_010,rbi_mpr_2026_04,"[82, 90, 108, 94, 94]"
[14],commodity_assumptions,1.0,1,True,evidence_found,1.0,pairwise_comparison,cmp_dev_011,rbi_mpr_2025_04,"[14, 22, 20, 14, 18]"
[5],commodity_assumptions,0.0,1,False,lost_by_quota,0.0,pairwise_comparison,cmp_dev_011,rbi_mpr_2026_04,"[105, 105, 112, 114, 110]"
[57],fiscal_borrowing,0.0,1,False,lost_by_quota,0.0,pairwise_comparison,cmp_dev_012,rbi_mpr_2025_04,"[54, 60, 82, 102, 68]"
[64],fiscal_borrowing,1.0,1,True,evidence_found,1.0,pairwise_comparison,cmp_dev_012,rbi_mpr_2026_04,"[64, 69, 60, 65, 46]"
[12],food_inflation,0.0,1,False,not_in_candidate_union,0.0,trend_all_reports,trend_dev_001,rbi_mpr_2025_04,"[23, 38, 30, 31]"
[10],food_inflation,0.0,1,False,lost_in_fusion,0.0,trend_all_reports,trend_dev_001,rbi_mpr_2025_10,"[23, 26, 25, 24]"
[5],food_inflation,1.0,1,True,evidence_found,0.25,trend_all_reports,trend_dev_001,rbi_mpr_2026_04,"[82, 94, 102, 5]"
[12],monetary_policy,0.0,1,False,not_in_candidate_union,0.0,trend_all_reports,trend_dev_002,rbi_mpr_2025_04,"[16, 108, 108, 50, 74]"
[10],monetary_policy,0.0,1,False,lost_by_quota,0.0,trend_all_reports,trend_dev_002,rbi_mpr_2025_10,"[11, 76, 104, 106, 11]"
[26],monetary_policy,0.0,1,False,not_in_candidate_union,0.0,trend_all_reports,trend_dev_002,rbi_mpr_2026_04,"[20, 20, 20, 103, 105]"
[14],commodity_assumptions,1.0,1,True,evidence_found,1.0,trend_all_reports,trend_dev_003,rbi_mpr_2025_04,"[14, 21, 14, 23]"
[12],commodity_assumptions,1.0,1,True,evidence_found,0.5,trend_all_reports,trend_dev_003,rbi_mpr_2025_10,"[13, 12, 12, 11]"
[5],commodity_assumptions,0.0,1,False,lost_by_quota,0.0,trend_all_reports,trend_dev_003,rbi_mpr_2026_04,"[105, 105, 112, 22]"
[14],global_growth,0.0,1,False,not_in_candidate_union,0.0,trend_all_reports,trend_dev_004,rbi_mpr_2025_04,"[21, 21, 20, 21]"
[12],global_growth,0.0,1,False,not_in_candidate_union,0.0,trend_all_reports,trend_dev_004,rbi_mpr_2025_10,"[21, 20, 19, 21]"
[5],global_growth,0.0,1,False,not_in_candidate_union,0.0,trend_all_reports,trend_dev_004,rbi_mpr_2026_04,"[112, 112, 111, 100]"
[57],fiscal_borrowing,1.0,1,True,evidence_found,0.3333333333333333,trend_all_reports,trend_dev_005,rbi_mpr_2025_04,"[82, 78, 57, 82]"
[52],fiscal_borrowing,1.0,1,True,evidence_found,1.0,trend_all_reports,trend_dev_005,rbi_mpr_2025_10,"[52, 69, 52, 107]"
[64],fiscal_borrowing,1.0,1,True,evidence_found,0.5,trend_all_reports,trend_dev_005,rbi_mpr_2026_04,"[65, 64, 64, 62]"
[13],monetary_policy,1.0,1,True,evidence_found,1.0,trend_all_reports,trend_dev_006,rbi_mpr_2025_04,"[13, 78, 13, 78, 12]"
[11],monetary_policy,0.0,1,False,lost_by_quota,0.0,trend_all_reports,trend_dev_006,rbi_mpr_2025_10,"[10, 66, 10, 73, 73]"
[26],monetary_policy,1.0,1,True,evidence_found,0.25,trend_all_reports,trend_dev_006,rbi_mpr_2026_04,"[102, 20, 103, 26, 102]"
