question_id,query_type,required_report_ids,original_query,normalised_query,expanded_queries,facet_queries,per_report,report_coverage,all_reports_hit,macro_mrr,evidence_recall,complete_evidence_recall,contamination,selected_character_count,estimated_token_count
cmp_dev_010,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare CPI inflation projections cited in April 2025 and April 2026.,Compare CPI inflation projections cited in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p018_c000"", ""rbi_mpr_2025_04_p042_c000"", ""rbi_mpr_2025_04_p105_c001""], ""selected_pages"": [18, 42, 105]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p082_c000"", ""rbi_mpr_2026_04_p108_c000"", ""rbi_mpr_2026_04_p094_c004""], ""selected_pages"": [82, 108, 94]}}",1.0,False,0.0,0.0,False,0,5657,1414
cmp_dev_011,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare crude-oil assumptions or risks in April 2025 and April 2026.,Compare crude-oil assumptions or risks in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p014_c000"", ""rbi_mpr_2025_04_p022_c000"", ""rbi_mpr_2025_04_p020_c000""], ""selected_pages"": [14, 22, 20]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p105_c002"", ""rbi_mpr_2026_04_p105_c003"", ""rbi_mpr_2026_04_p112_c000""], ""selected_pages"": [105, 105, 112]}}",1.0,False,0.5,0.5,False,0,5934,1483
cmp_dev_012,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare central-government borrowing context in April 2025 and April 2026.,Compare central-government borrowing context in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p054_c000"", ""rbi_mpr_2025_04_p060_c000"", ""rbi_mpr_2025_04_p082_c002""], ""selected_pages"": [54, 60, 82]}, ""rbi_mpr_2026_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p064_c002"", ""rbi_mpr_2026_04_p069_c000"", ""rbi_mpr_2026_04_p065_c000""], ""selected_pages"": [64, 69, 65]}}",1.0,False,0.5,0.5,False,0,5834,1458
trend_dev_001,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",How did food-inflation conditions evolve across all three reports?,How did food-inflation conditions evolve across all three reports?,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p023_c001"", ""rbi_mpr_2025_04_p030_c001""], ""selected_pages"": [23, 30]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_10_p023_c001"", ""rbi_mpr_2025_10_p025_c001""], ""selected_pages"": [23, 25]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p082_c001"", ""rbi_mpr_2026_04_p102_c003""], ""selected_pages"": [82, 102]}}",1.0,False,0.0,0.0,False,0,5859,1464
trend_dev_002,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Trace the policy-rate or policy-action evidence across all three reports.,Trace the policy-rate or policy-action evidence across all three reports.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p108_c003"", ""rbi_mpr_2025_04_p050_c000"", ""rbi_mpr_2025_04_p052_c000""], ""selected_pages"": [108, 50, 52]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": true, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_10_p011_c005"", ""rbi_mpr_2025_10_p076_c000"", ""rbi_mpr_2025_10_p104_c000""], ""selected_pages"": [11, 76, 104]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p020_c000"", ""rbi_mpr_2026_04_p020_c003"", ""rbi_mpr_2026_04_p020_c002""], ""selected_pages"": [20, 20, 20]}}",1.0,False,0.0,0.0,False,0,8176,2044
trend_dev_003,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",How did crude-oil assumptions or risks evolve across the three MPRs?,How did crude-oil assumptions or risks evolve across the three MPRs?,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 0.5, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p021_c001"", ""rbi_mpr_2025_04_p014_c003""], ""selected_pages"": [21, 14]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p012_c001"", ""rbi_mpr_2025_10_p012_c000""], ""selected_pages"": [12, 12]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p105_c001"", ""rbi_mpr_2026_04_p105_c000""], ""selected_pages"": [105, 105]}}",1.0,False,0.5,0.3333333333333333,False,0,5839,1459
trend_dev_004,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Compare global-growth assumptions or language across all reports.,Compare global-growth assumptions or language across all reports.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p021_c001"", ""rbi_mpr_2025_04_p021_c003""], ""selected_pages"": [21, 21]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_10_p021_c000"", ""rbi_mpr_2025_10_p020_c001""], ""selected_pages"": [21, 20]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p112_c001"", ""rbi_mpr_2026_04_p112_c000""], ""selected_pages"": [112, 112]}}",1.0,False,0.0,0.0,False,0,5859,1464
trend_dev_005,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",How did central-government borrowing context change across the reports?,How did central-government borrowing context change across the reports?,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p082_c002"", ""rbi_mpr_2025_04_p078_c002""], ""selected_pages"": [82, 78]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p052_c000"", ""rbi_mpr_2025_10_p052_c004""], ""selected_pages"": [52, 52]}, ""rbi_mpr_2026_04"": {""hit"": true, ""rr"": 0.5, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p065_c000"", ""rbi_mpr_2026_04_p064_c002""], ""selected_pages"": [65, 64]}}",1.0,False,0.5,0.6666666666666666,False,0,5393,1348
trend_dev_006,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",How did the neutral policy stance appear across the three reports?,How did the neutral policy stance appear across the three reports?,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p013_c000"", ""rbi_mpr_2025_04_p078_c001"", ""rbi_mpr_2025_04_p013_c003""], ""selected_pages"": [13, 78, 13]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p010_c002"", ""rbi_mpr_2025_10_p066_c000"", ""rbi_mpr_2025_10_p010_c001""], ""selected_pages"": [10, 66, 10]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p102_c002"", ""rbi_mpr_2026_04_p020_c000"", ""rbi_mpr_2026_04_p103_c001""], ""selected_pages"": [102, 20, 103]}}",1.0,False,0.3333333333333333,0.3333333333333333,False,0,8735,2183
unsupported_dev_001,unsupported_period,[],What did the April 2024 MPR project?,What did the April 2024 MPR project?,[],[],{},,,,,,0,0,0
unsupported_dev_002,unsupported_period,[],Compare October 2024 with April 2025.,Compare October 2024 with April 2025.,[],[],{},,,,,,0,0,0
unsupported_dev_003,unsupported_period,[],What was RBI's forecast in October 2026?,What was RBI's forecast in October 2026?,[],[],{},,,,,,0,0,0
unsupported_dev_004,unsupported_period,[],Did the April 2025 MPR report an April 2027 policy decision?,Did the April 2025 MPR report an April 2027 policy decision?,[],[],{},,,,,,0,0,0
