question_id,query_type,required_report_ids,original_query,normalised_query,expanded_queries,facet_queries,per_report,report_coverage,all_reports_hit,macro_mrr,evidence_recall,complete_evidence_recall,contamination,selected_character_count,estimated_token_count
cmp_dev_001,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10""]",Compare food-inflation developments reported in April and October 2025.,Compare food-inflation developments reported in April and October 2025.,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 0.3333333333333333, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p032_c000"", ""rbi_mpr_2025_04_p042_c000"", ""rbi_mpr_2025_04_p012_c000"", ""rbi_mpr_2025_04_p038_c000""], ""selected_pages"": [32, 42, 12, 38]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 0.25, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p032_c000"", ""rbi_mpr_2025_10_p036_c003"", ""rbi_mpr_2025_10_p025_c001"", ""rbi_mpr_2025_10_p010_c000""], ""selected_pages"": [32, 36, 25, 10]}}",1.0,True,0.29166666666666663,1.0,True,0,7854,1963
cmp_dev_002,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10""]",Compare the policy-rate levels described in April and October 2025.,Compare the policy-rate levels described in April and October 2025.,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p012_c000"", ""rbi_mpr_2025_04_p052_c000"", ""rbi_mpr_2025_04_p107_c001"", ""rbi_mpr_2025_04_p108_c000""], ""selected_pages"": [12, 52, 107, 108]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 0.5, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p066_c000"", ""rbi_mpr_2025_10_p010_c000"", ""rbi_mpr_2025_10_p032_c000"", ""rbi_mpr_2025_10_p040_c000""], ""selected_pages"": [66, 10, 32, 40]}}",1.0,True,0.75,0.5,False,0,7774,1943
cmp_dev_003,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10""]",Compare the crude-oil baseline assumptions in April and October 2025.,Compare the crude-oil baseline assumptions in April and October 2025.,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p014_c001"", ""rbi_mpr_2025_04_p022_c000"", ""rbi_mpr_2025_04_p014_c000"", ""rbi_mpr_2025_04_p015_c000""], ""selected_pages"": [14, 22, 14, 15]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p012_c000"", ""rbi_mpr_2025_10_p012_c001"", ""rbi_mpr_2025_10_p013_c000"", ""rbi_mpr_2025_10_p021_c003""], ""selected_pages"": [12, 12, 13, 21]}}",1.0,True,1.0,1.0,True,0,7822,1955
cmp_dev_004,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10""]",Compare global-growth assumptions in April and October 2025.,Compare global-growth assumptions in April and October 2025.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": true, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p022_c000"", ""rbi_mpr_2025_04_p015_c000"", ""rbi_mpr_2025_04_p015_c001"", ""rbi_mpr_2025_04_p099_c002""], ""selected_pages"": [22, 15, 15, 99]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 0.25, ""evidence"": [true], ""dense"": false, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p009_c001"", ""rbi_mpr_2025_10_p099_c000"", ""rbi_mpr_2025_10_p097_c004"", ""rbi_mpr_2025_10_p012_c001""], ""selected_pages"": [9, 99, 97, 12]}}",1.0,False,0.125,0.5,False,0,7857,1964
cmp_dev_005,pairwise_comparison,"[""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Compare food-inflation language in October 2025 and April 2026.,Compare food-inflation language in October 2025 and April 2026.,[],[],"{""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 0.3333333333333333, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p032_c000"", ""rbi_mpr_2025_10_p036_c003"", ""rbi_mpr_2025_10_p010_c000"", ""rbi_mpr_2025_10_p025_c001""], ""selected_pages"": [32, 36, 10, 25]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p082_c000"", ""rbi_mpr_2026_04_p083_c000"", ""rbi_mpr_2026_04_p087_c000"", ""rbi_mpr_2026_04_p094_c000""], ""selected_pages"": [82, 83, 87, 94]}}",1.0,False,0.16666666666666666,0.5,False,0,7793,1948
cmp_dev_006,pairwise_comparison,"[""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Compare the monetary-policy actions described in October 2025 and April 2026.,Compare the monetary-policy actions described in October 2025 and April 2026.,[],[],"{""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 0.5, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p066_c000"", ""rbi_mpr_2025_10_p010_c000"", ""rbi_mpr_2025_10_p068_c000"", ""rbi_mpr_2025_10_p032_c000""], ""selected_pages"": [66, 10, 68, 32]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": true, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p102_c000"", ""rbi_mpr_2026_04_p020_c000"", ""rbi_mpr_2026_04_p014_c000"", ""rbi_mpr_2026_04_p056_c000""], ""selected_pages"": [102, 20, 14, 56]}}",1.0,False,0.25,0.0,False,0,7792,1948
cmp_dev_007,pairwise_comparison,"[""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Compare global-growth language in October 2025 and April 2026.,Compare global-growth language in October 2025 and April 2026.,[],[],"{""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p097_c004"", ""rbi_mpr_2025_10_p099_c000"", ""rbi_mpr_2025_10_p098_c000"", ""rbi_mpr_2025_10_p097_c003""], ""selected_pages"": [97, 99, 98, 97]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p102_c000"", ""rbi_mpr_2026_04_p056_c000"", ""rbi_mpr_2026_04_p100_c001"", ""rbi_mpr_2026_04_p100_c000""], ""selected_pages"": [102, 56, 100, 100]}}",1.0,False,0.0,0.0,False,0,7734,1933
cmp_dev_008,pairwise_comparison,"[""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Compare the Centre's borrowing figures in October 2025 and April 2026.,Compare the Centre's borrowing figures in October 2025 and April 2026.,[],[],"{""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p052_c000"", ""rbi_mpr_2025_10_p050_c000"", ""rbi_mpr_2025_10_p052_c004"", ""rbi_mpr_2025_10_p072_c000""], ""selected_pages"": [52, 50, 52, 72]}, ""rbi_mpr_2026_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p064_c002"", ""rbi_mpr_2026_04_p056_c000"", ""rbi_mpr_2026_04_p069_c000"", ""rbi_mpr_2026_04_p102_c000""], ""selected_pages"": [64, 56, 69, 102]}}",1.0,True,1.0,1.0,True,0,7309,1827
cmp_dev_009,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare growth figures reported in April 2025 and April 2026.,Compare growth figures reported in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p020_c000"", ""rbi_mpr_2025_04_p066_c000"", ""rbi_mpr_2025_04_p058_c000"", ""rbi_mpr_2025_04_p048_c000""], ""selected_pages"": [20, 66, 58, 48]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p056_c000"", ""rbi_mpr_2026_04_p046_c000"", ""rbi_mpr_2026_04_p076_c000"", ""rbi_mpr_2026_04_p074_c000""], ""selected_pages"": [56, 46, 76, 74]}}",1.0,False,0.0,0.0,False,0,7744,1936
cmp_dev_010,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare CPI inflation projections cited in April 2025 and April 2026.,Compare CPI inflation projections cited in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p018_c000"", ""rbi_mpr_2025_04_p042_c000"", ""rbi_mpr_2025_04_p026_c000"", ""rbi_mpr_2025_04_p030_c000""], ""selected_pages"": [18, 42, 26, 30]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p082_c000"", ""rbi_mpr_2026_04_p090_c000"", ""rbi_mpr_2026_04_p108_c000"", ""rbi_mpr_2026_04_p094_c004""], ""selected_pages"": [82, 90, 108, 94]}}",1.0,False,0.0,0.0,False,0,7538,1884
cmp_dev_011,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare crude-oil assumptions or risks in April 2025 and April 2026.,Compare crude-oil assumptions or risks in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p014_c000"", ""rbi_mpr_2025_04_p022_c000"", ""rbi_mpr_2025_04_p020_c000"", ""rbi_mpr_2025_04_p014_c001""], ""selected_pages"": [14, 22, 20, 14]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p105_c002"", ""rbi_mpr_2026_04_p105_c003"", ""rbi_mpr_2026_04_p112_c000"", ""rbi_mpr_2026_04_p114_c000""], ""selected_pages"": [105, 105, 112, 114]}}",1.0,False,0.5,0.5,False,0,7912,1978
cmp_dev_012,pairwise_comparison,"[""rbi_mpr_2025_04"", ""rbi_mpr_2026_04""]",Compare central-government borrowing context in April 2025 and April 2026.,Compare central-government borrowing context in April 2025 and April 2026.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p054_c000"", ""rbi_mpr_2025_04_p060_c000"", ""rbi_mpr_2025_04_p082_c002"", ""rbi_mpr_2025_04_p102_c002""], ""selected_pages"": [54, 60, 82, 102]}, ""rbi_mpr_2026_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p064_c002"", ""rbi_mpr_2026_04_p069_c000"", ""rbi_mpr_2026_04_p060_c000"", ""rbi_mpr_2026_04_p065_c000""], ""selected_pages"": [64, 69, 60, 65]}}",1.0,False,0.5,0.5,False,0,7786,1946
trend_dev_001,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",How did food-inflation conditions evolve across all three reports?,How did food-inflation conditions evolve across all three reports?,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p023_c001"", ""rbi_mpr_2025_04_p038_c000"", ""rbi_mpr_2025_04_p030_c001""], ""selected_pages"": [23, 38, 30]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_10_p023_c001"", ""rbi_mpr_2025_10_p026_c000"", ""rbi_mpr_2025_10_p025_c001""], ""selected_pages"": [23, 26, 25]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p082_c001"", ""rbi_mpr_2026_04_p094_c000"", ""rbi_mpr_2026_04_p102_c003""], ""selected_pages"": [82, 94, 102]}}",1.0,False,0.0,0.0,False,0,8801,2200
trend_dev_002,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Trace the policy-rate or policy-action evidence across all three reports.,Trace the policy-rate or policy-action evidence across all three reports.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p016_c000"", ""rbi_mpr_2025_04_p108_c000"", ""rbi_mpr_2025_04_p108_c003"", ""rbi_mpr_2025_04_p050_c000""], ""selected_pages"": [16, 108, 108, 50]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p011_c005"", ""rbi_mpr_2025_10_p076_c000"", ""rbi_mpr_2025_10_p104_c000"", ""rbi_mpr_2025_10_p106_c000""], ""selected_pages"": [11, 76, 104, 106]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p020_c000"", ""rbi_mpr_2026_04_p020_c003"", ""rbi_mpr_2026_04_p020_c002"", ""rbi_mpr_2026_04_p103_c004""], ""selected_pages"": [20, 20, 20, 103]}}",1.0,False,0.0,0.0,False,0,10862,2715
trend_dev_003,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",How did crude-oil assumptions or risks evolve across the three MPRs?,How did crude-oil assumptions or risks evolve across the three MPRs?,[],[],"{""rbi_mpr_2025_04"": {""hit"": true, ""rr"": 1.0, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_04_p014_c001"", ""rbi_mpr_2025_04_p021_c001"", ""rbi_mpr_2025_04_p014_c003""], ""selected_pages"": [14, 21, 14]}, ""rbi_mpr_2025_10"": {""hit"": true, ""rr"": 0.5, ""evidence"": [true], ""dense"": true, ""bm25"": false, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2025_10_p013_c000"", ""rbi_mpr_2025_10_p012_c001"", ""rbi_mpr_2025_10_p012_c000""], ""selected_pages"": [13, 12, 12]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": true, ""bm25"": true, ""union"": true, ""fusion"": true, ""selected_ids"": [""rbi_mpr_2026_04_p105_c001"", ""rbi_mpr_2026_04_p105_c000"", ""rbi_mpr_2026_04_p112_c001""], ""selected_pages"": [105, 105, 112]}}",1.0,False,0.5,0.6666666666666666,False,0,8789,2197
trend_dev_004,trend_all_reports,"[""rbi_mpr_2025_04"", ""rbi_mpr_2025_10"", ""rbi_mpr_2026_04""]",Compare global-growth assumptions or language across all reports.,Compare global-growth assumptions or language across all reports.,[],[],"{""rbi_mpr_2025_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_04_p021_c001"", ""rbi_mpr_2025_04_p021_c003"", ""rbi_mpr_2025_04_p020_c000""], ""selected_pages"": [21, 21, 20]}, ""rbi_mpr_2025_10"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2025_10_p021_c000"", ""rbi_mpr_2025_10_p020_c001"", ""rbi_mpr_2025_10_p019_c002""], ""selected_pages"": [21, 20, 19]}, ""rbi_mpr_2026_04"": {""hit"": false, ""rr"": 0, ""evidence"": [false], ""dense"": false, ""bm25"": false, ""union"": false, ""fusion"": false, ""selected_ids"": [""rbi_mpr_2026_04_p112_c001"", ""rbi_mpr_2026_04_p112_c000"", ""rbi_mpr_2026_04_p111_c001""], ""selected_pages"": [112, 112, 111]}}",1.0,False,0.0,0.0,False,0,8744,2186
